COL_000;COL_001;COL_002;COL_003;Lubricant;COL_005;Observation Type;Observation Date;COL_008;Meter Reading;All Time Meter Reading;Component Age;Observation Interval;days;Observation Rating;Trakka Rating;Lube Age;Live;Lube Drained;Added;Assigned Condition Rating;Condition Review Notes;Further Recommendations;Fault Effect;Reviewed;COL_025;Action Summary;Boro (ppm);Calcio (ppm);Cinc (ppm);Fosforado (ppm);Magnesio (ppm);Molibdeno (ppm);SILICATOS (ppm);Agua (%);Dilución por combustible (%);Hollín JOAP (Abs/cm);Nitración JOAP (Abs/cm);Oxidación JOAP (Abs/cm);Silicio (ppm);Sodio (ppm);Sulfatación JOAP (Abs/cm);Viscosidad @ 100°C (cSt);ISO 4406:1999 > 04µ;ISO 4406:1999 > 06µ;ISO 4406:1999 > 14µ;Aluminio (ppm);Bario (ppm);Cadmio (ppm);Cobre (ppm);Cromo (ppm);Estaño (ppm);Hierro (ppm);Niquel (ppm);Partículas Ferrosas (ppm);Plomo (ppm);Color del Refrigerante;Glycerin (%);Nitrito (ppm);PUNTO DE EBULLICION (°C);Sólidos Totales Disueltos (ppm);Turbidez (NTU);pH;Titanio (ppm);Vanadio (ppm)
COM_0021;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0021;Fluid Analysis;17/01/2025 0:00;OBS_0028;63003,9;70740,89;16655,27;84,2;68;Normal;Normal;;16655,27;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;19/01/2025 20:25;REV_0001;;79,32;1582;1200;1004;291,98;52,31;;0;0;5;4;15;3,43;2,29;20;14795;;;;0,5;;;0,09;0,05;0,66;1,74;;;0;;;;;;;;;
COM_0022;ASS_0020;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0022;Fluid Analysis;17/01/2025 0:00;OBS_0029;63003,9;63339,8;21050,66;84,2;68;Normal;Normal;;21050,66;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;19/01/2025 20:25;REV_0001;;75,57;1546;1198;960,84;277,6;50,82;;0;0;4;4;15;2,62;2,02;20;14516;;;;0,42;;;0,26;0,01;0,4;1,52;;;0;;;;;;;;;
COM_0011;ASS_0010;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0011;Fluid Analysis;17/01/2025 0:00;OBS_0030;26512,85;26512,85;26512,85;190,9;10;Normal;Warning;;26512,85;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;22/01/2025 15:39;REV_0003;;71,22;1618;;;340,68;54,86;;0;0;5;5;15;2,33;2,34;20;15252;;;;0,63;;;0,04;0,44;;3,61;;;0,22;;;;;;;;;
COM_0017;ASS_0016;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0023;Fluid Analysis;16/01/2025 0:00;OBS_0031;4990,75;23178,55;23178,55;2270,05;1;Normal;Normal;;23178,55;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;17/01/2025 20:25;REV_0001;;97,36;1675;;;370,3;75,31;;0;0;8;6;16;3,08;3,09;20;14872;;;;0,82;;;0,25;0,08;0;3,1;;0;0;;;;;;;;;
COM_0023;ASS_0021;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0024;Fluid Analysis;16/01/2025 0:00;OBS_0032;10387,28;13955,78;10387,28;176,5;10;Normal;Warning;;10387,28;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;22/01/2025 15:39;REV_0003;;121,33;1563;;;362,75;72,66;;0;0;4;4;14;5,16;3,36;19;15502;;;;1,2;;;0,09;0,63;;4,95;;;0;;;;;;;;;
COM_0024;ASS_0022;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0025;Fluid Analysis;16/01/2025 0:00;OBS_0033;8450,37;9801,97;8450,37;130,6;8;Normal;Warning;;8450,37;No;0;Unrated;;;Dust Entry;;;;91,74;1656;1535;1369;359,03;70,37;;0;0;11;6;16;8,29;4,26;20;14332;;;;2,8;;;0,65;0,14;0;14,17;;;0,41;;;;;;;;;
COM_0025;ASS_0022;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0026;Fluid Analysis;16/01/2025 0:00;OBS_0034;8450,37;9801,97;8450,37;130,6;8;Normal;Warning;;8450,37;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;21/01/2025 10:56;REV_0003;;89,34;1633;1533;1403;364,15;70,02;;0;0;13;5;15;4,38;4,17;20;14662;;;;1,33;;;0,33;0,18;0;9,76;;;0,25;;;;;;;;;
COM_0026;ASS_0023;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0027;Fluid Analysis;15/01/2025 0:00;OBS_0035;86199,34;86880,04;26240,71;141,2;7;Normal;Warning;;26240,71;No;0;Warning;"Los predictores de silicio, aluminio y hierro se dispararon en advertencia.    Asistente, abre una OT tipo TR con P0 e incluyela en el actual evento con las siguientes recomendaciones:    1.	Aplicar test de hermeticidad al Motor recomendado por cummins  2.	Cambiar aceite y filtros   3.	Corte filtro y verifica presencia de material particulado.  4.          Cambiar filtros de admision de ser necesario.";;Dust Entry;23/01/2025 19:20;REV_0002;Action: Hitachi EX3600 - Cummins QSK60 Entrada polvo (Priority: 0 - Acción requerida Inmediatamente )  Status: Recommended      ;101,32;1681;;;340,35;67,09;;0;0;7;5;15;11,12;4,15;20;14865;;;;2,99;;;0,23;1,92;0;8,5;;4;0;;;;;;;;;
COM_0015;ASS_0014;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0015;Fluid Analysis;15/01/2025 0:00;OBS_0036;26509,07;26570,17;10673,75;161,3;9;Normal;Warning;;10673,75;No;0;Normal;Tomar contramuestra para corroborar tendencia;;No Fault Identified;23/01/2025 19:22;REV_0002;;88,35;1691;;;354,18;67,19;;0;0;12;6;15;4,01;3,24;20;14967;;;;0,99;;;0,2;0,16;0;3,35;;2;0;;;;;;;;;
COM_0017;ASS_0016;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0017;Fluid Analysis;15/01/2025 0:00;OBS_0037;2720,7;20908,5;20908,5;0;6;Normal;Normal;;20908,5;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;17/01/2025 20:25;REV_0001;;100,47;1687;;;358,1;73,15;;0;0;7;5;15;2,86;3,16;20;14564;;;;0,88;;;0,26;0,08;0;2,39;;0;0;;;;;;;;;
COM_0027;ASS_0024;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0028;Fluid Analysis;15/01/2025 0:00;OBS_0038;18836,09;19070,52;19070,52;240,9;16;Normal;Normal;;19070,52;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;17/01/2025 20:25;REV_0001;;109,23;1691;;;340,89;69,76;;0;0;6;5;15;4,59;3,26;19;14981;;;;0,83;;;0,16;0,15;0;1,91;;0;0;;;;;;;;;
COM_0028;ASS_0025;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0029;Fluid Analysis;15/01/2025 0:00;OBS_0039;18984,74;19037,14;6420,39;165,7;9;Normal;Normal;;6420,39;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;17/01/2025 20:25;REV_0001;;94,98;1679;;;352,88;69,87;;0;0,09;6;6;16;3,66;3,3;20;14759;;;;1,02;;;0,21;0,13;0;2,65;;0;0;;;;;;;;;
COM_0029;ASS_0026;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0030;Fluid Analysis;15/01/2025 0:00;OBS_0040;9576,18;12057,28;599,4;167,1;9;Normal;Normal;;599,4;No;0;Normal;Todos los predictores en rango normal, seguir monitoreando de cerca.;;No Fault Identified;21/01/2025 17:13;REV_0002;;119,05;1654;;;346,58;73,35;;0;0;3;4;14;4,08;3,55;19;15013;;;;0,96;;;0,18;0,09;0;1,82;;0;0;;;;;;;;;
COM_0030;ASS_0027;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0031;Fluid Analysis;15/01/2025 0:00;OBS_0041;9024,82;10859,62;9024,82;163,5;10;Normal;Warning;;9024,82;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;21/01/2025 10:56;REV_0003;;87,59;1697;1584;1448;390,69;69,7;;0;0;11;6;16;3,67;4,51;20;14423;;;;0,99;;;0,16;0,19;0;5,2;;;0;;;;;;;;;
COM_0031;ASS_0027;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0032;Fluid Analysis;15/01/2025 0:00;OBS_0042;9024,82;10859,62;994,2;163,5;10;Normal;Warning;;994,2;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;21/01/2025 10:56;REV_0003;;85,5;1764;1680;1402;378,95;68,61;;0;0;11;6;16;3,74;4,86;20;14339;;;;1,02;;;0,76;0,24;0;10,24;;;0,38;;;;;;;;;
COM_0014;ASS_0013;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0014;Fluid Analysis;15/01/2025 0:00;OBS_0043;2279,4;2279,4;2279,4;258,6;16;Normal;Warning;;2279,4;No;0;Normal;Todos los predictores en rango normal, seguir monitoreando de cerca.;;No Fault Identified;21/01/2025 17:13;REV_0002;;81,42;1534;;;320,79;65,14;;0;0;8;5;16;2,53;3,11;21;14086;;;;0,97;;;0,52;0,07;0;2,73;;0;0;;;;;;;;;
COM_0032;ASS_0028;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0033;Fluid Analysis;15/01/2025 0:00;OBS_0044;1109,2;1109,2;1109,2;220,1;12;Normal;Warning;;1109,2;No;0;Unrated;;;No Fault Identified;;;;71,77;1553;1483;1283;347,27;63,44;;0;0;12;6;16;5,14;3,71;21;13925;;;;1,4;;;0,86;0,3;0;13,68;;;0;;;;;;;;;
COM_0033;ASS_0028;LOC_0001;COM_0003;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0034;Fluid Analysis;15/01/2025 0:00;OBS_0045;1109,2;1109,2;1109,2;220,1;12;Normal;Normal;;1109,2;No;0;Normal;Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ;;No Fault Identified;17/01/2025 20:25;REV_0001;;69,5;1548;1507;1234;331,66;64,4;;0;0;12;6;16;3,82;3,87;21;13877;;;;1,16;;;0,83;0,24;0;10,73;;;0,79;;;;;;;;;
COM_0018;ASS_0017;LOC_0001;COM_0001;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0018;Fluid Analysis;14/01/2025 0:00;OBS_0046;37977,88;77662,51;1455;50,8;4;Normal;Warning;;1455;No;0;Normal;SEGUIR OPERANDO ;SEGUIR OPERANDO ;No Fault Identified;22/01/2025 15:39;REV_0003;;116,43;1645;;;346,25;66,19;;0;0;5;4;14;4,01;3,81;19;15412;;;;1,04;;;0,29;0,14;;2,08;;;0;;;;;;;;;
COM_0013;ASS_0012;LOC_0001;COM_0002;Terpel MAXTER PROGRESA 15W-40 API CI-4 PLUS;CON_0013;Fluid Analysis;14/01/2025 0:00;OBS_0047;62746,74;63108,14;8005,58;15,7;1;Normal;Normal;;8005,58;No;0;Normal;Todos los predictores en rango normal, seguir monitoreando de cerca.;;No Fault Identified;21/01/2025 16:19;REV_0002;;95,34;1703;;;323,58;68,01;;0;0;9;5;15;3,78;3,53;20;15164;;;;0,87;;;0,29;0,13;0;2,8;;0;0,25;;;;;;;;;
